iterations,test-F1-mean,test-F1-std,train-F1-mean,train-F1-std,test-Logloss-mean,test-Logloss-std,train-Logloss-mean,train-Logloss-std
0,0.7080811180362637,0.044159278086125055,0.7039021537980534,0.04427663422014606,0.5758764155007828,0.025856907021535074,0.5786820294623748,0.01940319238753908
1,0.701748460547632,0.0325311899940742,0.6944832568796588,0.04092901646778458,0.5353805517529213,0.018585922742961114,0.5357213420136476,0.013977341002251769
2,0.7094552200190973,0.04365661173674238,0.7030234939692317,0.041960355303644455,0.5104969815152475,0.030562866113374533,0.507046782019829,0.021009399431770322
3,0.7158558642529783,0.04075829240198728,0.7090719233707009,0.035886308047432085,0.48291938778191523,0.031222999632012888,0.4798133761958668,0.019776862696183978
4,0.7175994665568618,0.04223587885416853,0.7168308086054817,0.03106608977544347,0.46906659554012664,0.03702481757617281,0.46209180096875374,0.018363876999533447
5,0.7143329399647161,0.0416064055731743,0.7209011319579275,0.03239387724714666,0.46574573793844437,0.03664000139291358,0.45493220527239703,0.01989586747510644
6,0.7239701572075672,0.04994573949571752,0.7327286989744054,0.016005009900136948,0.45909036304600565,0.04041068417306553,0.44873862518708896,0.019441815249233017
7,0.7218826961724303,0.05563046163697412,0.7301276823309918,0.018193876762694777,0.4522597467062745,0.03972140886591394,0.44230249841956565,0.01919911049668027
8,0.7221923491734319,0.06303238863489583,0.735733152177831,0.00988984964988858,0.4475133616748875,0.04691707414880886,0.43367204383292,0.014699848161839136
9,0.7289743293496446,0.052144642462219136,0.7401470895732342,0.01569831709838737,0.44690193713865656,0.04748056707263521,0.43040253937432943,0.014590159219696464
10,0.7324028171259584,0.04986879403696052,0.7457709770294192,0.01583036102035833,0.4450893132156713,0.045859763195442126,0.4270646373556026,0.014080810857584057
11,0.7321472882888568,0.0554734882073692,0.7477181758151812,0.013168462219476543,0.4436865430508375,0.04626234908145751,0.4259900202053867,0.013732097164426905
12,0.7341526486710753,0.05261735132668514,0.7508920286762318,0.013877761946570113,0.44275366160839136,0.04635078392931358,0.4227790233743276,0.015125581381448313
13,0.7351095760865096,0.05171016015018362,0.7508436514974932,0.012860993311619382,0.44143721478243503,0.0452875174205583,0.4204283986351805,0.015489109680085203
14,0.7351095760865096,0.05171016015018362,0.7515005188130124,0.012471698314444217,0.4433967899958672,0.048301679944914556,0.41868186066940993,0.015623450392783428
15,0.736909530518043,0.05473367680116371,0.7522585449121088,0.015204051219471226,0.44279755706041657,0.04828726010119059,0.4153174293724294,0.015764850899258144
16,0.7349201712767753,0.05669391342585696,0.7542017705657539,0.015207088799217082,0.44196184351481727,0.04913358219419544,0.4140907386594435,0.01534423134363591
17,0.736909530518043,0.05473367680116371,0.7582981751418822,0.015063749819458367,0.4422072198180049,0.04990335262611072,0.41266124474855087,0.014560704477196854
18,0.7336466711753289,0.05314253153391347,0.754967712707218,0.019698121046988,0.4420422200271581,0.0502658737422631,0.41156203721036855,0.014841397440246316
19,0.7311294765840219,0.05688721909806869,0.756543724790329,0.020282982365163685,0.4408577845432175,0.04977663505315034,0.40866905804821635,0.0163641953399319
20,0.7331344891153504,0.05415841780132851,0.7643826247577298,0.020093980895834345,0.4385300198432421,0.05109212098354489,0.40581330806108157,0.015958768437934145
21,0.7306690310332388,0.05265291509295431,0.7667675874837252,0.01624371573616734,0.43909714893841356,0.05125808216727607,0.4032776584401908,0.015108770216078165
22,0.7336541056601044,0.057161596218638706,0.7685115747100655,0.014140291132881563,0.4390396077527849,0.05189260619485355,0.4017826318265902,0.01472094623750407
