iterations,test-F1-mean,test-F1-std,train-F1-mean,train-F1-std,test-Logloss-mean,test-Logloss-std,train-Logloss-mean,train-Logloss-std
0,0.6983753321815087,0.06275108915253204,0.7143564862340259,0.01960338626529088,0.6104213047025923,0.018183739418972757,0.6054554122852893,0.014761666756190282
1,0.7230329987377532,0.05142067770933321,0.7434106219837371,0.023420542978993427,0.5446445359903762,0.023833644035639447,0.533651074014308,0.01924862459168257
2,0.7353305900971642,0.050559547086992326,0.7534467296435521,0.0192295890679729,0.49825668263951217,0.02900309051351031,0.4841793428182145,0.01733543350111716
3,0.7308415303995635,0.06138414721394557,0.7570117068746854,0.014053042670970073,0.472996762728246,0.036289585908310336,0.4557054592719177,0.014814407586307107
4,0.7380541458915083,0.05239963465657923,0.7599351518362513,0.01929140304915077,0.4565555620600607,0.04115604085569175,0.43525712623894136,0.014625343339284247
5,0.7382245455049523,0.05300032659360561,0.7601369696734137,0.015733959252767226,0.4462443091656853,0.04613198088729575,0.4224946345569105,0.013886374228451823
6,0.7370196017638143,0.04876939429559217,0.7629556444586488,0.020230445526606286,0.44193811730004323,0.04631602110915346,0.41445240744904027,0.015364339240220341
7,0.7367779391322498,0.04835600392270074,0.7620813545513399,0.01755147682354467,0.4356323288652265,0.05066741402460658,0.4060539876290316,0.014493426030689031
8,0.7435093291433109,0.04218163884285661,0.7628234412953285,0.018069876318998646,0.43310967435576747,0.05205193050899324,0.4013796924885667,0.015666483684548232
9,0.7471614161942963,0.03885440269987412,0.7627831011487258,0.017795538175817978,0.4286814697509035,0.05358534157204985,0.3948014515767113,0.016194610133241593
10,0.7407888650055239,0.04635230249501423,0.7665940983843227,0.022277255059115438,0.4285867735970218,0.057130492967737936,0.38833980129055784,0.018380434614574493
11,0.7419350731889172,0.0451208809090247,0.7681765505221422,0.021788428038806196,0.42839691394606855,0.05789227852288217,0.3867347117027494,0.01756693544820447
12,0.7377523960235629,0.051341723443961575,0.7659997933642888,0.021174872588395028,0.4272280899990307,0.05806055442493272,0.383814144867815,0.01810768102915152
13,0.7377523960235629,0.051341723443961575,0.768181270341487,0.017379053576583935,0.4268572555488035,0.058522687984848894,0.38129135984694057,0.01768504346159758
14,0.7352816641410662,0.051799925297362936,0.7692102038816772,0.01630613500083552,0.4269343699481591,0.059678291905947096,0.37857992179374655,0.01798377090989442
15,0.7364468179142678,0.05100563133897425,0.7709836659115741,0.016579606239305853,0.42535978011081477,0.058833259084600686,0.37571264010020355,0.018555536788046473
16,0.7364468179142678,0.05100563133897425,0.7699846815595563,0.016408446655573634,0.42493679119906924,0.059568955510126205,0.3746237608936319,0.017901451129578312
17,0.7364468179142678,0.05100563133897425,0.7704646701538869,0.017256918032013648,0.4251040117899275,0.059439782504059714,0.3723917727883853,0.018871537868458056
18,0.7397517359470547,0.04608370880911239,0.7700602373679081,0.014034902142324198,0.42404450661377624,0.059000150351770815,0.3702169390802946,0.018322931146782608
19,0.7397517359470547,0.04608370880911239,0.7723287897570208,0.01715440211471053,0.42385155182312484,0.06019495490530355,0.367862540290962,0.018384965915922594
20,0.7406684662755497,0.04570345221737545,0.7733331799991363,0.017945337868455268,0.423462793995092,0.06027716810362944,0.36626671423967794,0.01815251472815682
21,0.7406684662755497,0.04570345221737545,0.7743471362625828,0.01728746814763064,0.4230972601132594,0.060622397441386804,0.3646976851766454,0.018951704604293323
22,0.7406684662755497,0.04570345221737545,0.7777812632763708,0.020010090967173107,0.4234307068540697,0.06156931630679782,0.3614666182986084,0.020335688433768373
23,0.7406684662755497,0.04570345221737545,0.7805595602243425,0.019220621322164053,0.42260304495967216,0.061620599782706766,0.35989537644418107,0.021008323581829507
24,0.7451863726116377,0.04304498638789668,0.7831491386771926,0.02024534376973907,0.422155222494181,0.061760305836052534,0.35876778514697866,0.021133846248110464
25,0.7451863726116377,0.04304498638789668,0.7839604977035618,0.020518615182495238,0.42214204792060955,0.061821241903071915,0.3579685068304566,0.02106217090903652
26,0.7464188656088366,0.04270765830983769,0.7828206855438695,0.01935034961766241,0.4200315401055129,0.06203793673115872,0.3554696182395035,0.019665321227169835
27,0.7464188656088366,0.04270765830983769,0.7838528082209142,0.018019510342373538,0.42025931049439097,0.06167144666752063,0.35416741375467986,0.019086411417715582
28,0.7464188656088366,0.04270765830983769,0.7855863992972216,0.015035097191796054,0.41895947542681994,0.061858423617628604,0.3513863660519279,0.017927094170502925
29,0.7484356723315259,0.045426806384097004,0.7866149906500807,0.01342318725513388,0.4191771286877682,0.061569105663604205,0.35026230746515263,0.01692521193369786
30,0.7484356723315259,0.045426806384097004,0.7862083742253734,0.017633879069816807,0.418663435489713,0.061221285617468424,0.3479511741681091,0.01678274583056572
31,0.7473161201523976,0.04730270267282675,0.7894823511725073,0.01836949951332608,0.41864496516421,0.061457659687522266,0.3472864198100377,0.01692665764903138
32,0.7461238697798193,0.04800411275588491,0.7894823511725073,0.01836949951332608,0.4185094492259093,0.061768497964725194,0.34668475888554157,0.016748843127016577
33,0.7453109717985159,0.04537944315830306,0.7919182047106024,0.01941053080312399,0.41875202472136347,0.061831804634581794,0.3441478938984952,0.015593040675374174
34,0.7473161201523976,0.04730270267282675,0.7929300447419516,0.019166457084989395,0.41952362999487536,0.06172441719326603,0.34314293194215073,0.014926041815404847
35,0.7473161201523976,0.04730270267282675,0.7939071092865089,0.01976211668257674,0.41907420794208,0.062256193598402634,0.34212644372118495,0.014520924677461435
36,0.7473161201523976,0.04730270267282675,0.7971183759756404,0.019151262405977195,0.41920400622683485,0.06304748688999941,0.34078942190685424,0.014432457103020109
37,0.7505420471770204,0.04928792234447199,0.7979227957490336,0.021454331928743305,0.41921579026358485,0.06307394539045172,0.3382184777940519,0.014112391668159821
38,0.7505420471770204,0.04928792234447199,0.799214600727195,0.021558650357188368,0.4188808819177453,0.0630946480830336,0.33759973627923584,0.014244106959492285
39,0.7492197331274337,0.04769218485831099,0.8022748655071903,0.020138894073828587,0.41938523590038346,0.06440138016075012,0.33518041621663297,0.01346548466390871
40,0.7480274827548554,0.04844654390234663,0.8040653087235323,0.0197560900718023,0.41934237885605075,0.06427337406063142,0.33410683615649767,0.013807689262623811
41,0.7480274827548554,0.04844654390234663,0.8061077709963833,0.022489890533562575,0.420110062849235,0.06494099544078719,0.33261798731517067,0.014558264532677882
42,0.7501517943205516,0.044987730953928176,0.8061077709963833,0.022489890533562575,0.41921930092675835,0.06447217356915896,0.330935254431739,0.014803533436722444
43,0.7488667169536489,0.04338725431275852,0.8064286488383552,0.02214273119487292,0.4192825082938101,0.06448663431789342,0.32972385059327747,0.014874496480700631
44,0.7488667169536489,0.04338725431275852,0.810503943131765,0.019565860724580775,0.41925286003989415,0.06419160894750738,0.3276123586708491,0.01428472916830012
45,0.745599125030141,0.039436530534153406,0.8123799807118102,0.02116063193240701,0.419706488368578,0.06404111478655758,0.32649516867023204,0.014376772313314277
